title,authors,average_rating
Readings for Meditation and Reflection,C.S. Lewis/Walter Hooper,4.32
C.S. Lewis and the Catholic Church,Joseph Pearce,3.88
The Collected Letters of C.S. Lewis  Volume 1: Family Letters  1905-1931,C.S. Lewis/Walter Hooper,4.36
Letters to Children,C.S. Lewis/Lyle Wesley Dorsett/Marjorie Lamp Mead/Douglas Gresham,4.19
Cartas del diablo a su sobrino,C.S. Lewis/Miguel Marias,4.22
The Four Loves,C.S. Lewis,4.14
What Christians Believe,C.S. Lewis,4.24
C. S. Lewis: Life  Works  and Legacy,Bruce L. Edwards/Diana Pavlac Glyer,4.43
Mere Christianity: Abolition of Man (Bonus Feature),C.S. Lewis/Geoffrey Howard/Robert Whitefield/Robert Whitfield,4.32
The Art of Listening,Erich Fromm/Rainer Funk,4.12
Beyond the Chains of Illusion: My Encounter with Marx and Freud,Erich Fromm/Rainer Funk,4.07
The Art of Loving by Erich Fromm: A True Story of a Japanese Woman,Lala Okamoto,1.67
Marx's Concept of Man,Erich Fromm/T.B. Bottomore,4.02
Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71
Meditations,Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay,4.23
Gulliver's Travels,Jonathan Swift/YKids,3.57
The Sleepwalkers: A History of Man's Changing Vision of the Universe,Arthur Koestler/Herbert Butterfield,4.25
Darkness at Noon,Arthur Koestler/Daphne Hardy,4.04
The Thirteenth Tribe,Arthur Koestler,3.93
The Act of Creation,Arthur Koestler,4.26
The Ghost in the Machine,Arthur Koestler,4.00
The Case of the Midwife Toad,Arthur Koestler,3.79
The Invisible Writing,Arthur Koestler,4.31
Up in the Air,Walter Kirn,2.86
Thumbsucker,Walter Kirn,3.44
Crazy Lady!,Jane Leslie Conly,3.64
Be the Person You Want to Find: Relationship and Self-Discovery,Cheri Huber/June Shiver,4.25
Making a Change for Good: A Guide to Compassionate Self-Discipline,Cheri Huber,3.93
The Total Library: Non-Fiction 1922-1986,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen,4.52
Ficciones,Jorge Luis Borges/John Sturrock/Anthony Kerringan,4.45
Montaigne: Essays,Michel de Montaigne/J.M. Cohen,4.16
The Complete Works,Michel de Montaigne/Donald M. Frame,4.44
The Complete Essays,Michel de Montaigne/M.A. Screech,4.24
On Friendship,Michel de Montaigne/M.A. Screech,3.73
To America with Love: Letters from the Underground,Abbie Hoffman/Anita Hoffman,3.96
The Stories (So Far),Deborah Eisenberg,4.00
Hellsing  Vol. 03 (Hellsing  #3),Kohta Hirano,4.37
Hellsing  Vol. 04 (Hellsing  #4),Kohta Hirano,4.28
Verserade tankar,Lennart Hellsing/Fibben Hald,3.00
Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,3.78
Feeding the Future: From Fat to Famine  How to Solve the World's Food Crises,Andrew Heintzman/Evan Solomon/Eric Schlosser,3.48
Chew on This: Everything You Don't Want to Know About Fast Food,Eric Schlosser/Charles   Wilson,3.76
Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins/Tim LaHaye/Chris Fabry,4.32
The Rapture: In the Twinkling of an Eye   (Before They Were Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,4.15
Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye/Jerry B. Jenkins,3.98
John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,3.94
Silenced: The Wrath of God Descends (Underground Zealot  #2),Jerry B. Jenkins,4.24
Restless Till We Rest in You: 60 Reflections from the Writings of St. Augustine (Saints Speak Today),Augustine of Hippo,4.67
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,4.33
The Woman Warrior,Maxine Hong Kingston,3.73
A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,3.43
The Kept Woman,Susan Donovan,3.81
My Woman His Wife,Anna J.,4.38
Woman Hollering Creek and Other Stories,Sandra Cisneros,4.04
The Bean Trees (Greer Family  #1),Barbara Kingsolver,3.97
The Crazyladies of Pearl Street,Trevanian,3.77
The Summer of Katya,Trevanian,3.99
The Main,Trevanian,3.86
The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06
Time to Learn: How to Create High Schools That Serve All Students,George H. Wood/Theodore R. Sizer,3.50
Scoop (Occupational Hazards  #1),Rene Gutteridge,3.61
Brideshead Revisited,Evelyn Waugh,4.00
Black Mischief,Evelyn Waugh,3.76
The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99
Helena,Evelyn Waugh/George Weigel/Amy Welborn,3.60
Choo Choo (Carry Along Book & Cassette Favorites),Virginia Lee Burton,3.91
The Rise of Christianity,Rodney Stark,4.04
The Rise of Christianity : A Sociologist Reconsiders History,Rodney Stark,4.04
Grand Theft Auto: San Andreas Official Strategy Guide,Rick Barba,4.04
Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri/Stephen Sartarelli,4.07
Excursion to Tindari (Inspector Montalbano #5),Andrea Camilleri/Stephen Sartarelli,4.03
Voice of the Violin (Inspector Montalbano  #4),Andrea Camilleri/Stephen Sartarelli,4.03
Andreas Gursky,Andreas Gursky/Peter Galassi,4.22
Moon of the Spider (Diablo  #4),Richard A. Knaak,3.95
The Black Road (Diablo #2),Mel Odom,3.67
Legacy of Blood (Diablo  #1),Richard A. Knaak,3.77
The Kingdom of Shadow (Diablo  #3),Richard A. Knaak,3.93
Scales of the Serpent (Diablo: The Sin War  #2),Richard A. Knaak,3.86
El Escorpion: La Marca del Diablo: El Escorpion: The Mark of the Devil,Stephen Desberg/Enrico Marini,3.84
Diablo II Ultimate Strategy Guide,Bart G. Farkas,3.81
El Diablo Cojuelo,Luis Vélez de Guevara,3.06
El diablo de la botella,Robert Louis Stevenson/Diana Castellanos/Eleonora Garcia Larralde,3.74
Diabolo: Volume 1,Kei Kusunoki/Kaoru Ohashi,3.46
Japan (Lonely Planet Guide),Chris Rowthorn/Ray Bartlett/Justin Ellis,4.05
Pink Box: Inside Japan's Sex Clubs,Joan Sinclair/James Farrer,4.11
Japan at War:  An Oral History,Haruko Taya Cook/Theodore F. Cook,4.34
Sister Bernadette's Barking Dog: The Quirky History and Lost Art of Diagramming Sentences,Kitty Burns Florey,3.59
A Three Dog Life,Abigail Thomas,3.74
For the Love of a Dog: Understanding Emotion in You and Your Best Friend,Patricia B. McConnell,4.33
Malcolm X Speaks: Selected Speeches and Statements,Malcolm X/George Breitman,4.46
Martin and Malcolm and America: A Dream or a Nightmare?,James H. Cone,4.37
Under the Volcano,Malcolm Lowry,3.79
The New Knighthood: A History of the Order of the Temple,Malcolm Barber,3.84
Malcolm X: A Graphic Biography,Andrew Helfer/Randy DuBurke,3.66
Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,3.48
Bosnia: A Short History,Noel Malcolm,4.07
The Other Boleyn Girl,Philippa Gregory,4.06
The Last Boleyn,Karen Harper,4.05
The Rise and Fall of Anne Boleyn,Retha M. Warnicke,3.96
The Secret Diary of Anne Boleyn,Robin Maxwell,3.80
The Other Boleyn Girl,Philippa Gregory,4.06
Lila: An Inquiry Into Morals (Phaedrus  #2),Robert M. Pirsig,3.78
Lila's Child: An Inquiry into Quality,Robert M. Pirsig/Dan Glover,3.58
Swapping Lives,Jane Green,3.58
Babyville,Jane Green,3.62
To Have and to Hold,Jane Green,3.63
Mr. Maybe,Jane Green,3.45
Straight Talking,Jane Green,3.64
Spellbound,Jane Green,3.63
Babyville,Jane Green,3.62
This Christmas,Jane Green/Jennifer Coburn/Liz Ireland,3.19
Bookends,Jane Green,3.72
Krik? Krak!: Récits,Edwidge Danticat/Nicole Tisserand,4.12
Homelands: Women’s Journeys Across Race  Place  and Time,Patricia Justine Tumang/Edwidge Danticat/Jenesha de Rivera,4.43
The Farming of Bones,Edwidge Danticat,4.07
The Dew Breaker,Edwidge Danticat,3.80
I Capture the Castle,Dodie Smith,4.00
Conversations with Ernest Hemingway (Literary Conversations),Ernest Hemingway/Matthew J. Bruccoli,4.15
The Rapture: Who Will Face the Tribulation,Tim LaHaye,3.50
The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,4.11
The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,4.20
The Earth and Its Peoples: Volume II,Richard W. Bulliet/Daniel R. Headrick/David Northrup/Lyman L. Johnson/Pamela Kyle Crossley/Steven W. Hirsch/Steven Hirsch,4.07
The Earth and Its Peoples: A Global History  Volume C: Since 1750,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,2.00
The Life of Charlotte Brontë,Elizabeth Gaskell/Angus Easson,3.91
The Juvenilia of Jane Austen and Charlotte Brontë,Jane Austen/Charlotte Brontë/Frances Beer,3.86
Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,Charlotte Brontë/Emily Brontë/Anne Brontë,4.38
Morgan's Passing,Anne Tyler,3.78
Back When We Were Grownups,Anne Tyler,3.52
Celestial Navigation,Anne Tyler,3.79
Breathing Lessons,Anne Tyler,3.66
The Tin Can Tree,Anne Tyler,3.60
Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,3.39
Patience & Sarah,Isabel Miller/Emma Donoghue,3.90
The Razor's Edge,W. Somerset Maugham,4.19
Razor's Edge: The Unofficial History of the Falklands War,Hugh Bicheno/Richard   Holmes,3.79
Tom Jones,Henry Fielding/Doreen Roberts,3.74
Clarissa  Or The History of a Young Lady,Samuel Richardson/Sheila Ortiz Taylor,3.37
The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,4.37
The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,4.00
The Celestine Vision: Living the New Spiritual Awareness,James Redfield,4.07
The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense,Carol Adrienne/James Redfield,3.76
The Janson Directive (Paul Janson  #1),Robert Ludlum,3.86
The Moscow Vector (Covert-One  #6),Patrick Larkin/Robert Ludlum,3.98
The Ambler Warning,Robert Ludlum,3.72
Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,Mark Twain/Susan K. Harris,4.38
Bleak House,Charles Dickens/Nicola Bradbury/Hablot Knight Browne,4.01
Our Mutual Friend,Charles Dickens,4.07
A Christmas Carol and Other Christmas Books,Charles Dickens/Robert Douglas-Fairhurst,3.96
Little Dorrit,Charles Dickens/Stephen J. Wall/Helen Small,3.99
Baseball: a Literary Anthology,Nicholas Dawidoff/Ernest Lawrence Thayer/Jacques Barzun/Robert Frost/John Updike/Leroy Satchel Paige/Bill Veeck/Murray Kempton/Jimmy Breslin/Marianne Moore/Gay Talese/Tallulah Bankhead/Albert G. Spalding/Nelson Algren/William Carlos Williams/James Weldon Johnson/Thomas Wolfe/James Thurber/Philip Roth/Jim Bouton/Dave Frishberg/Roger Kahn/Roger Angell/Damon Runyon/George Plimpton/A. Bartlett Giamatti/Amiri Baraka/Annie Dillard/Stephen Jay Gould/Stephen King/Richard Ford/Don DeLillo/Lawrence S. Ritter/Ring Lardner/Carl Sandburg/Heywood Broun/Bernard Malamud/Red  Smith,4.24
The Bourne Ultimatum (Jason Bourne  #3),Robert Ludlum,4.05
The Sigma Protocol,Robert Ludlum,3.80
The Road to Gandolfo,Robert Ludlum/Michael  Shepherd,3.64
The Arctic Event (Covert-One  #7),James H. Cobb/Robert Ludlum,4.01
The Altman Code (Covert-One  #4),Gayle Lynds/Robert Ludlum/Don Leslie,3.95
The Matlock Paper,Robert Ludlum,3.88
Fat Pig,Neil LaBute,3.56
Hickory Dickory Dock (Hercule Poirot  #32),Agatha Christie/Hugh Fraser,3.75
A Caribbean Mystery (Miss Marple  #10),Agatha Christie,3.80
Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,4.39
At Bertram's Hotel,Agatha Christie,3.70
Nemesis (Miss Marple  #12),Agatha Christie,3.85
A Pocket Full of Rye: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/June Whitfield/Nicky Henson/Derek Waring/Natasha Pyne,3.86
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,4.32
The Dance of Anger,Harriet Lerner,4.06
Dance of the Gods (Circle Trilogy  #2),Nora Roberts,4.15
Barnyard Dance,Sandra Boynton,4.25
The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.07
4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,3.94
Blood Canticle (The Vampire Chronicles #10),Anne Rice,3.72
The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76
Violin,Anne Rice,3.28
Cry to Heaven,Anne Rice,3.85
Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.86
Blood And Gold (The Vampire Chronicles  #8),Anne Rice,3.89
Hot Stuff (Cate Madigan #1),Janet Evanovich/Leanne Banks,3.74
Lovelock (Mayflower Trilogy  #1),Orson Scott Card/Kathryn H. Kidd,3.47
Treasure Box,Orson Scott Card,3.33
Songmaster,Orson Scott Card,3.74
Stone Tables,Orson Scott Card,3.87
William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96
Hart's Hope,Orson Scott Card,3.47
Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76
Maps in a Mirror: The Short Fiction of Orson Scott Card,Orson Scott Card,4.01
How to Write Science Fiction & Fantasy,Orson Scott Card,3.90
What Came Before He Shot Her (Inspector Lynley  #14),Elizabeth  George,3.56
With No One as Witness (Inspector Lynley  #13),Elizabeth  George,4.04
Deception on His Mind (Inspector Lynley  #9),Elizabeth  George,4.05
Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,4.27
In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,4.10
A Woman's High Calling Growth and Study Guide,Elizabeth George,4.15
Living with Passion and Purpose: Luke (Woman After God's Own Heart),Elizabeth George,4.00
Loving God with All Your Mind,Elizabeth George,4.43
Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,3.72
Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,4.53
A Wife After God's Own Heart Growth and Study Guide,Elizabeth George,4.69
Lover of Unreason: Assia Wevill  Sylvia Plath's Rival and Ted Hughes' Doomed Love,Yehuda Koren/Eilat Negev,3.92
The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31
Letters Home,Sylvia Plath,4.20
The Poetry of Sylvia Plath,Claire Brennan,4.25
Black Boy,Richard Wright/Edward P. Jones,4.05
Angry Black White Boy,Adam Mansbach,3.55
Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster/Erin McCarthy/Morgan Leigh,3.73
The Twits,Roald Dahl/Quentin Blake,3.96
Far from the Madding Crowd,Thomas Hardy/Suzanne Keen,3.94
Far From the Madding Crowd,Thomas Hardy/Rosemarie Morgan/Shannon Russell,3.94
Far From the Madding Crowd,Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires,3.94
Far from the Madding Crowd,Thomas Hardy,3.94
Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,3.96
Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,4.35
A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18
Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull/Michael J. Broadway/Eric Schlosser,3.46
Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,3.79
Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows/Georgie Ripper,3.82
Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows/Georgie Ripper,3.83
Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,3.86
Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows/Georgie Ripper,3.84
Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,4.02
The Rainbow Goblins,Ul De Rico,4.42
The Serpent and the Rainbow,Wade Davis,3.91
The Rainbow,D.H. Lawrence/Daphne Merkin,3.69
Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04
The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,4.07
Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03
Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19
Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,4.13
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26
Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford/Naomi Duguid,4.18
Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.90
50 Great Curries of India,Camellia Panjabi,4.15
Curries Without Worries,Sudha Koul/Warner Books,3.93
In Search of Duende,Federico García Lorca/Norman Thomas di Giovanni,4.30
The Selected Poems of Federico García Lorca,Federico García Lorca,4.32
Lorca & Jimenez: Selected Poems,Federico García Lorca/Juan Ramón Jiménez/Robert Bly,4.34
Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06
Seminar on Nietzsche's Zarathustra,C.G. Jung/James L. Jarrett,4.38
The Polar Express,Chris Van Allsburg,4.30
Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,3.62
Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77
The Gift of the Magi and Other Short Stories,O. Henry,4.15
James and the Giant Peach,Roald Dahl/Nancy Ekholm Burkert,4.01
Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,3.84
The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97
Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,3.88
The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77
James and the Giant Peach,Roald Dahl/Quentin Blake,4.01
James and the Giant Peach: a Play,Richard R. George/Roald Dahl,4.00
James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,4.03
The Progress of Love,Alice Munro,4.14
A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,3.83
The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,3.93
The Complete Novels,Jane Austen/Karen Joy Fowler,4.55
The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,4.09
The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37
Jane Austen: A Life,Carol Shields,3.85
The Complete Novels of Jane Austen,Jane Austen,4.55
Persuasion,Jane Austen/Gillian Beer,4.14
The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89
Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86
Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,4.25
Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,3.83
Silent Running,James F. Calvert,4.17
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.90
The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78
El Dia Que Nietzsche Lloró,Irvin D. Yalom,4.32
Zur Genealogie der Moral,Friedrich Nietzsche,4.11
Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,4.17
The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,4.05
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.12
The Oxford Companion to Philosophy,Ted Honderich,4.15
South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,3.43
Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,3.87
The Simpsons and Philosophy: The D'oh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,3.47
Philosophy for Dummies,Tom Morris,3.65
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48
Philosophy of Religion: An Anthology,Louis P. Pojman,3.94
A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,4.10
Western Philosophy: An Anthology,John Cottingham,4.04
Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,4.05
Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,3.68
The Consolation of Philosophy,Boethius/Victor Watts,3.98
Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08
The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,3.70
Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,3.89
An Introduction to Political Philosophy,Jonathan Wolff,4.11
A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13
Philosophy: The Basics,Nigel Warburton,3.84
A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92
Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,4.07
Practical Philosophy,Immanuel Kant/Mary J. Gregor,4.10
Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71
Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.99
Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,3.78
History of Political Philosophy,Leo Strauss/Joseph Cropsey,4.17
What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,4.19
Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,4.05
Seinfeld and Philosophy,William Irwin,3.50
Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75
Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,3.56
The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,3.91
A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.80
Ancient Philosophy,Anthony Kenny,3.98
Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,3.75
Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.30
Philosophy of Religion,John Harwood Hick,3.68
Early Greek Philosophy,Jonathan Barnes,4.09
Contemporary Political Philosophy,Will Kymlicka,4.00
Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,4.06
Philosophy: The Classics,Nigel Warburton,3.89
The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25
Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.10
Philosophy Made Simple,Robert Hellenga,3.39
The Philosophy of Biology,David L. Hull/Michael Ruse,3.89
Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74
Philosophy and the Mirror of Nature,Richard M. Rorty,4.01
The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87
Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87
Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79
Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19
FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29
Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.70
Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17
Cross-X,Joe  Miller,3.80
Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24
X/1999  Volume 01: Prelude,CLAMP,3.96
X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03
鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.50
鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58
鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.60
鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,4.55
鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,4.57
鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,4.56
鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52
鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,4.57
The Gospel According to Job,Mike Mason,4.46
Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83
The Complete Poems (Poetry Library),D.H. Lawrence,4.01
Complete Short Stories  Vol 2,D.H. Lawrence,4.03
D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68
The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,4.01
Sons and Lovers,D.H. Lawrence/Geoff Dyer,3.63
The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,3.49
Amnesia Moon,Jonathan Lethem,3.49
Paul Revere's Ride,David Hackett Fischer,4.12
The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97
Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06
Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38
The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57
The Age of Grief,Jane Smiley,3.81
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.90
Venetia,Georgette Heyer,4.10
Lady of Quality,Georgette Heyer,3.88
False Colours,Georgette Heyer,3.86
Sylvester,Georgette Heyer/Joan Wolf,4.11
The Convenient Marriage,Georgette Heyer,3.68
Sprig Muslin,Georgette Heyer,3.81
The Talisman Ring,Georgette Heyer,4.02
